meal_name,items,carbs,protein,calories,fats
Meal 7780,"Maa ki Dal,Milk (Cow),",20.4,9.35,251,11.05
Meal 7781,"Maa ki Dal,Wheat chapatti(1),Milk (Buffalo),",36,13.45,371,13.85
Meal 7782,"Maa ki Dal,Brown bread(1),Milk (Buffalo),",77,23.45,405,17.75
Meal 7783,"Maa ki Dal,Paratha(1),Milk (Buffalo),",83,20.45,427,19.45
Meal 7784,"Maa ki Dal,Wheat chapatti(2),Milk (Buffalo),",51,16.45,441,14.25
Meal 7785,"Maa ki Dal,Brown bread(2),Milk (Buffalo),",133,36.45,509,22.05
Meal 7786,"Maa ki Dal,Paratha(2),Milk (Buffalo),",145,30.45,553,25.45
Meal 7787,"Maa ki Dal,Wheat chapatti(3),Milk (Buffalo),",66,19.45,511,14.65
Meal 7788,"Maa ki Dal,Brown bread(3),Milk (Buffalo),",189,49.45,613,26.35
Meal 7789,"Maa ki Dal,Paratha(3),Milk (Buffalo),",207,40.45,679,31.45
Meal 7790,"Maa ki Dal,Milk (Buffalo),",21,10.45,301,13.45
Meal 7791,"Maa ki Dal,Wheat chapatti(1),Yogurt,",34,12.25,314,11.35
Meal 7792,"Maa ki Dal,Brown bread(1),Yogurt,",75,22.25,348,15.25
Meal 7793,"Maa ki Dal,Paratha(1),Yogurt,",81,19.25,370,16.95
Meal 7794,"Maa ki Dal,Wheat chapatti(2),Yogurt,",49,15.25,384,11.75
Meal 7795,"Maa ki Dal,Brown bread(2),Yogurt,",131,35.25,452,19.55
Meal 7796,"Maa ki Dal,Paratha(2),Yogurt,",143,29.25,496,22.95
Meal 7797,"Maa ki Dal,Wheat chapatti(3),Yogurt,",64,18.25,454,12.15
Meal 7798,"Maa ki Dal,Brown bread(3),Yogurt,",187,48.25,556,23.85
Meal 7799,"Maa ki Dal,Paratha(3),Yogurt,",205,39.25,622,28.95
Meal 7800,"Maa ki Dal,Yogurt,",19,9.25,244,10.95
Meal 7801,"Maa ki Dal,Wheat chapatti(1),Buttermilk,",31.5,9.95,269,8.45
Meal 7802,"Maa ki Dal,Brown bread(1),Buttermilk,",72.5,19.95,303,12.35
Meal 7803,"Maa ki Dal,Paratha(1),Buttermilk,",78.5,16.95,325,14.05
Meal 7804,"Maa ki Dal,Wheat chapatti(2),Buttermilk,",46.5,12.95,339,8.85
Meal 7805,"Maa ki Dal,Brown bread(2),Buttermilk,",128.5,32.95,407,16.65
Meal 7806,"Maa ki Dal,Paratha(2),Buttermilk,",140.5,26.95,451,20.05
Meal 7807,"Maa ki Dal,Wheat chapatti(3),Buttermilk,",61.5,15.95,409,9.25
Meal 7808,"Maa ki Dal,Brown bread(3),Buttermilk,",184.5,45.95,511,20.95
Meal 7809,"Maa ki Dal,Paratha(3),Buttermilk,",202.5,36.95,577,26.05
Meal 7810,"Maa ki Dal,Buttermilk,",16.5,6.95,199,8.05
Meal 7811,"Maa ki Dal,Wheat chapatti(1),Paneer (Cow’s milk),",32.2,27.45,519,28.15
Meal 7812,"Maa ki Dal,Brown bread(1),Paneer (Cow’s milk),",73.2,37.45,553,32.05
Meal 7813,"Maa ki Dal,Paratha(1),Paneer (Cow’s milk),",79.2,34.45,575,33.75
Meal 7814,"Maa ki Dal,Wheat chapatti(2),Paneer (Cow’s milk),",47.2,30.45,589,28.55
Meal 7815,"Maa ki Dal,Brown bread(2),Paneer (Cow’s milk),",129.2,50.45,657,36.35
Meal 7816,"Maa ki Dal,Paratha(2),Paneer (Cow’s milk),",141.2,44.45,701,39.75
Meal 7817,"Maa ki Dal,Wheat chapatti(3),Paneer (Cow’s milk),",62.2,33.45,659,28.95
Meal 7818,"Maa ki Dal,Brown bread(3),Paneer (Cow’s milk),",185.2,63.45,761,40.65
Meal 7819,"Maa ki Dal,Paratha(3),Paneer (Cow’s milk),",203.2,54.45,827,45.75
Meal 7820,"Maa ki Dal,Paneer (Cow’s milk),",17.2,24.45,449,27.75
Meal 7821,"Maa ki Dal,Wheat chapatti(1),Paneer (Buffalo’s milk),",38.9,22.55,546,30.35
Meal 7822,"Maa ki Dal,Brown bread(1),Paneer (Buffalo’s milk),",79.9,32.55,580,34.25
Meal 7823,"Maa ki Dal,Paratha(1),Paneer (Buffalo’s milk),",85.9,29.55,602,35.95
Meal 7824,"Maa ki Dal,Wheat chapatti(2),Paneer (Buffalo’s milk),",53.9,25.55,616,30.75
Meal 7825,"Maa ki Dal,Brown bread(2),Paneer (Buffalo’s milk),",135.9,45.55,684,38.55
Meal 7826,"Maa ki Dal,Paratha(2),Paneer (Buffalo’s milk),",147.9,39.55,728,41.95
Meal 7827,"Maa ki Dal,Wheat chapatti(3),Paneer (Buffalo’s milk),",68.9,28.55,686,31.15
Meal 7828,"Maa ki Dal,Brown bread(3),Paneer (Buffalo’s milk),",191.9,58.55,788,42.85
Meal 7829,"Maa ki Dal,Paratha(3),Paneer (Buffalo’s milk),",209.9,49.55,854,47.95
Meal 7830,"Maa ki Dal,Paneer (Buffalo’s milk),",23.9,19.55,476,29.95
Meal 7831,"Maa ki Dal,Wheat chapatti(1),Lassi,",34.2,14.85,323,7.85
Meal 7832,"Maa ki Dal,Brown bread(1),Lassi,",75.2,24.85,357,11.75
Meal 7833,"Maa ki Dal,Paratha(1),Lassi,",81.2,21.85,379,13.45
Meal 7834,"Maa ki Dal,Wheat chapatti(2),Lassi,",49.2,17.85,393,8.25
Meal 7835,"Maa ki Dal,Brown bread(2),Lassi,",131.2,37.85,461,16.05
Meal 7836,"Maa ki Dal,Paratha(2),Lassi,",143.2,31.85,505,19.45
Meal 7837,"Maa ki Dal,Wheat chapatti(3),Lassi,",64.2,20.85,463,8.65
Meal 7838,"Maa ki Dal,Brown bread(3),Lassi,",187.2,50.85,565,20.35
Meal 7839,"Maa ki Dal,Paratha(3),Lassi,",205.2,41.85,631,25.45
Meal 7840,"Maa ki Dal,Lassi,",19.2,11.85,253,7.45
Meal 7841,"Moong dal,Boiled Rice,Wheat chapatti(1),Milk (Cow),",107,34,670,12.1
Meal 7842,"Moong dal,Boiled Rice,Brown bread(1),Milk (Cow),",148,44,704,16
Meal 7843,"Moong dal,Boiled Rice,Paratha(1),Milk (Cow),",154,41,726,17.7
Meal 7844,"Moong dal,Boiled Rice,Wheat chapatti(2),Milk (Cow),",122,37,740,12.5
Meal 7845,"Moong dal,Boiled Rice,Brown bread(2),Milk (Cow),",204,57,808,20.3
Meal 7846,"Moong dal,Boiled Rice,Paratha(2),Milk (Cow),",216,51,852,23.7
Meal 7847,"Moong dal,Boiled Rice,Wheat chapatti(3),Milk (Cow),",137,40,810,12.9
Meal 7848,"Moong dal,Boiled Rice,Brown bread(3),Milk (Cow),",260,70,912,24.6
Meal 7849,"Moong dal,Boiled Rice,Paratha(3),Milk (Cow),",278,61,978,29.7
Meal 7850,"Moong dal,Boiled Rice,Milk (Cow),",92,31,600,11.7
Meal 7851,"Moong dal,Boiled Rice,Wheat chapatti(1),Milk (Buffalo),",107.6,35.1,720,14.5
Meal 7852,"Moong dal,Boiled Rice,Brown bread(1),Milk (Buffalo),",148.6,45.1,754,18.4
Meal 7853,"Moong dal,Boiled Rice,Paratha(1),Milk (Buffalo),",154.6,42.1,776,20.1
Meal 7854,"Moong dal,Boiled Rice,Wheat chapatti(2),Milk (Buffalo),",122.6,38.1,790,14.9
Meal 7855,"Moong dal,Boiled Rice,Brown bread(2),Milk (Buffalo),",204.6,58.1,858,22.7
Meal 7856,"Moong dal,Boiled Rice,Paratha(2),Milk (Buffalo),",216.6,52.1,902,26.1
Meal 7857,"Moong dal,Boiled Rice,Wheat chapatti(3),Milk (Buffalo),",137.6,41.1,860,15.3
Meal 7858,"Moong dal,Boiled Rice,Brown bread(3),Milk (Buffalo),",260.6,71.1,962,27
Meal 7859,"Moong dal,Boiled Rice,Paratha(3),Milk (Buffalo),",278.6,62.1,1028,32.1
Meal 7860,"Moong dal,Boiled Rice,Milk (Buffalo),",92.6,32.1,650,14.1
Meal 7861,"Moong dal,Boiled Rice,Wheat chapatti(1),Yogurt,",105.6,33.9,663,12
Meal 7862,"Moong dal,Boiled Rice,Brown bread(1),Yogurt,",146.6,43.9,697,15.9
Meal 7863,"Moong dal,Boiled Rice,Paratha(1),Yogurt,",152.6,40.9,719,17.6
Meal 7864,"Moong dal,Boiled Rice,Wheat chapatti(2),Yogurt,",120.6,36.9,733,12.4
Meal 7865,"Moong dal,Boiled Rice,Brown bread(2),Yogurt,",202.6,56.9,801,20.2
Meal 7866,"Moong dal,Boiled Rice,Paratha(2),Yogurt,",214.6,50.9,845,23.6
Meal 7867,"Moong dal,Boiled Rice,Wheat chapatti(3),Yogurt,",135.6,39.9,803,12.8
Meal 7868,"Moong dal,Boiled Rice,Brown bread(3),Yogurt,",258.6,69.9,905,24.5
Meal 7869,"Moong dal,Boiled Rice,Paratha(3),Yogurt,",276.6,60.9,971,29.6
Meal 7870,"Moong dal,Boiled Rice,Yogurt,",90.6,30.9,593,11.6
Meal 7871,"Moong dal,Boiled Rice,Wheat chapatti(1),Buttermilk,",103.1,31.6,618,9.1
Meal 7872,"Moong dal,Boiled Rice,Brown bread(1),Buttermilk,",144.1,41.6,652,13
Meal 7873,"Moong dal,Boiled Rice,Paratha(1),Buttermilk,",150.1,38.6,674,14.7
Meal 7874,"Moong dal,Boiled Rice,Wheat chapatti(2),Buttermilk,",118.1,34.6,688,9.5
Meal 7875,"Moong dal,Boiled Rice,Brown bread(2),Buttermilk,",200.1,54.6,756,17.3
Meal 7876,"Moong dal,Boiled Rice,Paratha(2),Buttermilk,",212.1,48.6,800,20.7
Meal 7877,"Moong dal,Boiled Rice,Wheat chapatti(3),Buttermilk,",133.1,37.6,758,9.9
Meal 7878,"Moong dal,Boiled Rice,Brown bread(3),Buttermilk,",256.1,67.6,860,21.6
Meal 7879,"Moong dal,Boiled Rice,Paratha(3),Buttermilk,",274.1,58.6,926,26.7
Meal 7880,"Moong dal,Boiled Rice,Buttermilk,",88.1,28.6,548,8.7
Meal 7881,"Moong dal,Boiled Rice,Wheat chapatti(1),Paneer (Cow’s milk),",103.8,49.1,868,28.8
Meal 7882,"Moong dal,Boiled Rice,Brown bread(1),Paneer (Cow’s milk),",144.8,59.1,902,32.7
Meal 7883,"Moong dal,Boiled Rice,Paratha(1),Paneer (Cow’s milk),",150.8,56.1,924,34.4
Meal 7884,"Moong dal,Boiled Rice,Wheat chapatti(2),Paneer (Cow’s milk),",118.8,52.1,938,29.2
Meal 7885,"Moong dal,Boiled Rice,Brown bread(2),Paneer (Cow’s milk),",200.8,72.1,1006,37
Meal 7886,"Moong dal,Boiled Rice,Paratha(2),Paneer (Cow’s milk),",212.8,66.1,1050,40.4
Meal 7887,"Moong dal,Boiled Rice,Wheat chapatti(3),Paneer (Cow’s milk),",133.8,55.1,1008,29.6
Meal 7888,"Moong dal,Boiled Rice,Brown bread(3),Paneer (Cow’s milk),",256.8,85.1,1110,41.3
Meal 7889,"Moong dal,Boiled Rice,Paratha(3),Paneer (Cow’s milk),",274.8,76.1,1176,46.4
Meal 7890,"Moong dal,Boiled Rice,Paneer (Cow’s milk),",88.8,46.1,798,28.4
Meal 7891,"Moong dal,Boiled Rice,Wheat chapatti(1),Paneer (Buffalo’s milk),",110.5,44.2,895,31
Meal 7892,"Moong dal,Boiled Rice,Brown bread(1),Paneer (Buffalo’s milk),",151.5,54.2,929,34.9
Meal 7893,"Moong dal,Boiled Rice,Paratha(1),Paneer (Buffalo’s milk),",157.5,51.2,951,36.6
Meal 7894,"Moong dal,Boiled Rice,Wheat chapatti(2),Paneer (Buffalo’s milk),",125.5,47.2,965,31.4
Meal 7895,"Moong dal,Boiled Rice,Brown bread(2),Paneer (Buffalo’s milk),",207.5,67.2,1033,39.2
Meal 7896,"Moong dal,Boiled Rice,Paratha(2),Paneer (Buffalo’s milk),",219.5,61.2,1077,42.6
Meal 7897,"Moong dal,Boiled Rice,Wheat chapatti(3),Paneer (Buffalo’s milk),",140.5,50.2,1035,31.8
Meal 7898,"Moong dal,Boiled Rice,Brown bread(3),Paneer (Buffalo’s milk),",263.5,80.2,1137,43.5
Meal 7899,"Moong dal,Boiled Rice,Paratha(3),Paneer (Buffalo’s milk),",281.5,71.2,1203,48.6
Meal 7900,"Moong dal,Boiled Rice,Paneer (Buffalo’s milk),",95.5,41.2,825,30.6
Meal 7901,"Moong dal,Boiled Rice,Wheat chapatti(1),Lassi,",105.8,36.5,672,8.5
Meal 7902,"Moong dal,Boiled Rice,Brown bread(1),Lassi,",146.8,46.5,706,12.4
Meal 7903,"Moong dal,Boiled Rice,Paratha(1),Lassi,",152.8,43.5,728,14.1
Meal 7904,"Moong dal,Boiled Rice,Wheat chapatti(2),Lassi,",120.8,39.5,742,8.9
Meal 7905,"Moong dal,Boiled Rice,Brown bread(2),Lassi,",202.8,59.5,810,16.7
Meal 7906,"Moong dal,Boiled Rice,Paratha(2),Lassi,",214.8,53.5,854,20.1
Meal 7907,"Moong dal,Boiled Rice,Wheat chapatti(3),Lassi,",135.8,42.5,812,9.3
Meal 7908,"Moong dal,Boiled Rice,Brown bread(3),Lassi,",258.8,72.5,914,21
Meal 7909,"Moong dal,Boiled Rice,Paratha(3),Lassi,",276.8,63.5,980,26.1
Meal 7910,"Moong dal,Boiled Rice,Lassi,",90.8,33.5,602,8.1
Meal 7911,"Moong dal,Pulao,Wheat chapatti(1),Milk (Cow),",101,35,678,15.3
Meal 7912,"Moong dal,Pulao,Brown bread(1),Milk (Cow),",142,45,712,19.2
Meal 7913,"Moong dal,Pulao,Paratha(1),Milk (Cow),",148,42,734,20.9
Meal 7914,"Moong dal,Pulao,Wheat chapatti(2),Milk (Cow),",116,38,748,15.7
Meal 7915,"Moong dal,Pulao,Brown bread(2),Milk (Cow),",198,58,816,23.5
Meal 7916,"Moong dal,Pulao,Paratha(2),Milk (Cow),",210,52,860,26.9
Meal 7917,"Moong dal,Pulao,Wheat chapatti(3),Milk (Cow),",131,41,818,16.1
Meal 7918,"Moong dal,Pulao,Brown bread(3),Milk (Cow),",254,71,920,27.8
Meal 7919,"Moong dal,Pulao,Paratha(3),Milk (Cow),",272,62,986,32.9
Meal 7920,"Moong dal,Pulao,Milk (Cow),",86,32,608,14.9
Meal 7921,"Moong dal,Pulao,Wheat chapatti(1),Milk (Buffalo),",101.6,36.1,728,17.7
Meal 7922,"Moong dal,Pulao,Brown bread(1),Milk (Buffalo),",142.6,46.1,762,21.6
Meal 7923,"Moong dal,Pulao,Paratha(1),Milk (Buffalo),",148.6,43.1,784,23.3
Meal 7924,"Moong dal,Pulao,Wheat chapatti(2),Milk (Buffalo),",116.6,39.1,798,18.1
Meal 7925,"Moong dal,Pulao,Brown bread(2),Milk (Buffalo),",198.6,59.1,866,25.9
Meal 7926,"Moong dal,Pulao,Paratha(2),Milk (Buffalo),",210.6,53.1,910,29.3
Meal 7927,"Moong dal,Pulao,Wheat chapatti(3),Milk (Buffalo),",131.6,42.1,868,18.5
Meal 7928,"Moong dal,Pulao,Brown bread(3),Milk (Buffalo),",254.6,72.1,970,30.2
Meal 7929,"Moong dal,Pulao,Paratha(3),Milk (Buffalo),",272.6,63.1,1036,35.3
Meal 7930,"Moong dal,Pulao,Milk (Buffalo),",86.6,33.1,658,17.3
Meal 7931,"Moong dal,Pulao,Wheat chapatti(1),Yogurt,",99.6,34.9,671,15.2
Meal 7932,"Moong dal,Pulao,Brown bread(1),Yogurt,",140.6,44.9,705,19.1
Meal 7933,"Moong dal,Pulao,Paratha(1),Yogurt,",146.6,41.9,727,20.8
Meal 7934,"Moong dal,Pulao,Wheat chapatti(2),Yogurt,",114.6,37.9,741,15.6
Meal 7935,"Moong dal,Pulao,Brown bread(2),Yogurt,",196.6,57.9,809,23.4
Meal 7936,"Moong dal,Pulao,Paratha(2),Yogurt,",208.6,51.9,853,26.8
Meal 7937,"Moong dal,Pulao,Wheat chapatti(3),Yogurt,",129.6,40.9,811,16
Meal 7938,"Moong dal,Pulao,Brown bread(3),Yogurt,",252.6,70.9,913,27.7
Meal 7939,"Moong dal,Pulao,Paratha(3),Yogurt,",270.6,61.9,979,32.8
Meal 7940,"Moong dal,Pulao,Yogurt,",84.6,31.9,601,14.8
Meal 7941,"Moong dal,Pulao,Wheat chapatti(1),Buttermilk,",97.1,32.6,626,12.3
Meal 7942,"Moong dal,Pulao,Brown bread(1),Buttermilk,",138.1,42.6,660,16.2
Meal 7943,"Moong dal,Pulao,Paratha(1),Buttermilk,",144.1,39.6,682,17.9
Meal 7944,"Moong dal,Pulao,Wheat chapatti(2),Buttermilk,",112.1,35.6,696,12.7
Meal 7945,"Moong dal,Pulao,Brown bread(2),Buttermilk,",194.1,55.6,764,20.5
Meal 7946,"Moong dal,Pulao,Paratha(2),Buttermilk,",206.1,49.6,808,23.9
Meal 7947,"Moong dal,Pulao,Wheat chapatti(3),Buttermilk,",127.1,38.6,766,13.1
Meal 7948,"Moong dal,Pulao,Brown bread(3),Buttermilk,",250.1,68.6,868,24.8
Meal 7949,"Moong dal,Pulao,Paratha(3),Buttermilk,",268.1,59.6,934,29.9
Meal 7950,"Moong dal,Pulao,Buttermilk,",82.1,29.6,556,11.9
Meal 7951,"Moong dal,Pulao,Wheat chapatti(1),Paneer (Cow’s milk),",97.8,50.1,876,32
Meal 7952,"Moong dal,Pulao,Brown bread(1),Paneer (Cow’s milk),",138.8,60.1,910,35.9
Meal 7953,"Moong dal,Pulao,Paratha(1),Paneer (Cow’s milk),",144.8,57.1,932,37.6
Meal 7954,"Moong dal,Pulao,Wheat chapatti(2),Paneer (Cow’s milk),",112.8,53.1,946,32.4
Meal 7955,"Moong dal,Pulao,Brown bread(2),Paneer (Cow’s milk),",194.8,73.1,1014,40.2
Meal 7956,"Moong dal,Pulao,Paratha(2),Paneer (Cow’s milk),",206.8,67.1,1058,43.6
Meal 7957,"Moong dal,Pulao,Wheat chapatti(3),Paneer (Cow’s milk),",127.8,56.1,1016,32.8
Meal 7958,"Moong dal,Pulao,Brown bread(3),Paneer (Cow’s milk),",250.8,86.1,1118,44.5
Meal 7959,"Moong dal,Pulao,Paratha(3),Paneer (Cow’s milk),",268.8,77.1,1184,49.6
Meal 7960,"Moong dal,Pulao,Paneer (Cow’s milk),",82.8,47.1,806,31.6
Meal 7961,"Moong dal,Pulao,Wheat chapatti(1),Paneer (Buffalo’s milk),",104.5,45.2,903,34.2
Meal 7962,"Moong dal,Pulao,Brown bread(1),Paneer (Buffalo’s milk),",145.5,55.2,937,38.1
Meal 7963,"Moong dal,Pulao,Paratha(1),Paneer (Buffalo’s milk),",151.5,52.2,959,39.8
Meal 7964,"Moong dal,Pulao,Wheat chapatti(2),Paneer (Buffalo’s milk),",119.5,48.2,973,34.6
Meal 7965,"Moong dal,Pulao,Brown bread(2),Paneer (Buffalo’s milk),",201.5,68.2,1041,42.4
Meal 7966,"Moong dal,Pulao,Paratha(2),Paneer (Buffalo’s milk),",213.5,62.2,1085,45.8
Meal 7967,"Moong dal,Pulao,Wheat chapatti(3),Paneer (Buffalo’s milk),",134.5,51.2,1043,35
Meal 7968,"Moong dal,Pulao,Brown bread(3),Paneer (Buffalo’s milk),",257.5,81.2,1145,46.7
Meal 7969,"Moong dal,Pulao,Paratha(3),Paneer (Buffalo’s milk),",275.5,72.2,1211,51.8
Meal 7970,"Moong dal,Pulao,Paneer (Buffalo’s milk),",89.5,42.2,833,33.8
Meal 7971,"Moong dal,Pulao,Wheat chapatti(1),Lassi,",99.8,37.5,680,11.7
Meal 7972,"Moong dal,Pulao,Brown bread(1),Lassi,",140.8,47.5,714,15.6
Meal 7973,"Moong dal,Pulao,Paratha(1),Lassi,",146.8,44.5,736,17.3
Meal 7974,"Moong dal,Pulao,Wheat chapatti(2),Lassi,",114.8,40.5,750,12.1
Meal 7975,"Moong dal,Pulao,Brown bread(2),Lassi,",196.8,60.5,818,19.9
Meal 7976,"Moong dal,Pulao,Paratha(2),Lassi,",208.8,54.5,862,23.3
Meal 7977,"Moong dal,Pulao,Wheat chapatti(3),Lassi,",129.8,43.5,820,12.5
Meal 7978,"Moong dal,Pulao,Brown bread(3),Lassi,",252.8,73.5,922,24.2
Meal 7979,"Moong dal,Pulao,Paratha(3),Lassi,",270.8,64.5,988,29.3
Meal 7980,"Moong dal,Pulao,Lassi,",84.8,34.5,610,11.3
Meal 7981,"Moong dal,Khichadi,Wheat chapatti(1),Milk (Cow),",115,36.1,774,19.3
Meal 7982,"Moong dal,Khichadi,Brown bread(1),Milk (Cow),",156,46.1,808,23.2
Meal 7983,"Moong dal,Khichadi,Paratha(1),Milk (Cow),",162,43.1,830,24.9
Meal 7984,"Moong dal,Khichadi,Wheat chapatti(2),Milk (Cow),",130,39.1,844,19.7
Meal 7985,"Moong dal,Khichadi,Brown bread(2),Milk (Cow),",212,59.1,912,27.5
Meal 7986,"Moong dal,Khichadi,Paratha(2),Milk (Cow),",224,53.1,956,30.9
Meal 7987,"Moong dal,Khichadi,Wheat chapatti(3),Milk (Cow),",145,42.1,914,20.1
Meal 7988,"Moong dal,Khichadi,Brown bread(3),Milk (Cow),",268,72.1,1016,31.8
Meal 7989,"Moong dal,Khichadi,Paratha(3),Milk (Cow),",286,63.1,1082,36.9
Meal 7990,"Moong dal,Khichadi,Milk (Cow),",100,33.1,704,18.9
Meal 7991,"Moong dal,Khichadi,Wheat chapatti(1),Milk (Buffalo),",115.6,37.2,824,21.7
Meal 7992,"Moong dal,Khichadi,Brown bread(1),Milk (Buffalo),",156.6,47.2,858,25.6
Meal 7993,"Moong dal,Khichadi,Paratha(1),Milk (Buffalo),",162.6,44.2,880,27.3
Meal 7994,"Moong dal,Khichadi,Wheat chapatti(2),Milk (Buffalo),",130.6,40.2,894,22.1
Meal 7995,"Moong dal,Khichadi,Brown bread(2),Milk (Buffalo),",212.6,60.2,962,29.9
Meal 7996,"Moong dal,Khichadi,Paratha(2),Milk (Buffalo),",224.6,54.2,1006,33.3
Meal 7997,"Moong dal,Khichadi,Wheat chapatti(3),Milk (Buffalo),",145.6,43.2,964,22.5
Meal 7998,"Moong dal,Khichadi,Brown bread(3),Milk (Buffalo),",268.6,73.2,1066,34.2
Meal 7999,"Moong dal,Khichadi,Paratha(3),Milk (Buffalo),",286.6,64.2,1132,39.3
Meal 8000,"Moong dal,Khichadi,Milk (Buffalo),",100.6,34.2,754,21.3
Meal 8001,"Moong dal,Khichadi,Wheat chapatti(1),Yogurt,",113.6,36,767,19.2
Meal 8002,"Moong dal,Khichadi,Brown bread(1),Yogurt,",154.6,46,801,23.1
Meal 8003,"Moong dal,Khichadi,Paratha(1),Yogurt,",160.6,43,823,24.8
Meal 8004,"Moong dal,Khichadi,Wheat chapatti(2),Yogurt,",128.6,39,837,19.6
Meal 8005,"Moong dal,Khichadi,Brown bread(2),Yogurt,",210.6,59,905,27.4
Meal 8006,"Moong dal,Khichadi,Paratha(2),Yogurt,",222.6,53,949,30.8
Meal 8007,"Moong dal,Khichadi,Wheat chapatti(3),Yogurt,",143.6,42,907,20
Meal 8008,"Moong dal,Khichadi,Brown bread(3),Yogurt,",266.6,72,1009,31.7
Meal 8009,"Moong dal,Khichadi,Paratha(3),Yogurt,",284.6,63,1075,36.8
Meal 8010,"Moong dal,Khichadi,Yogurt,",98.6,33,697,18.8
Meal 8011,"Moong dal,Khichadi,Wheat chapatti(1),Buttermilk,",111.1,33.7,722,16.3
Meal 8012,"Moong dal,Khichadi,Brown bread(1),Buttermilk,",152.1,43.7,756,20.2
Meal 8013,"Moong dal,Khichadi,Paratha(1),Buttermilk,",158.1,40.7,778,21.9
Meal 8014,"Moong dal,Khichadi,Wheat chapatti(2),Buttermilk,",126.1,36.7,792,16.7
Meal 8015,"Moong dal,Khichadi,Brown bread(2),Buttermilk,",208.1,56.7,860,24.5
Meal 8016,"Moong dal,Khichadi,Paratha(2),Buttermilk,",220.1,50.7,904,27.9
Meal 8017,"Moong dal,Khichadi,Wheat chapatti(3),Buttermilk,",141.1,39.7,862,17.1
Meal 8018,"Moong dal,Khichadi,Brown bread(3),Buttermilk,",264.1,69.7,964,28.8
Meal 8019,"Moong dal,Khichadi,Paratha(3),Buttermilk,",282.1,60.7,1030,33.9
Meal 8020,"Moong dal,Khichadi,Buttermilk,",96.1,30.7,652,15.9
Meal 8021,"Moong dal,Khichadi,Wheat chapatti(1),Paneer (Cow’s milk),",111.8,51.2,972,36
Meal 8022,"Moong dal,Khichadi,Brown bread(1),Paneer (Cow’s milk),",152.8,61.2,1006,39.9
Meal 8023,"Moong dal,Khichadi,Paratha(1),Paneer (Cow’s milk),",158.8,58.2,1028,41.6
Meal 8024,"Moong dal,Khichadi,Wheat chapatti(2),Paneer (Cow’s milk),",126.8,54.2,1042,36.4
Meal 8025,"Moong dal,Khichadi,Brown bread(2),Paneer (Cow’s milk),",208.8,74.2,1110,44.2
Meal 8026,"Moong dal,Khichadi,Paratha(2),Paneer (Cow’s milk),",220.8,68.2,1154,47.6
Meal 8027,"Moong dal,Khichadi,Wheat chapatti(3),Paneer (Cow’s milk),",141.8,57.2,1112,36.8
Meal 8028,"Moong dal,Khichadi,Brown bread(3),Paneer (Cow’s milk),",264.8,87.2,1214,48.5
Meal 8029,"Moong dal,Khichadi,Paratha(3),Paneer (Cow’s milk),",282.8,78.2,1280,53.6
Meal 8030,"Moong dal,Khichadi,Paneer (Cow’s milk),",96.8,48.2,902,35.6
Meal 8031,"Moong dal,Khichadi,Wheat chapatti(1),Paneer (Buffalo’s milk),",118.5,46.3,999,38.2
Meal 8032,"Moong dal,Khichadi,Brown bread(1),Paneer (Buffalo’s milk),",159.5,56.3,1033,42.1
Meal 8033,"Moong dal,Khichadi,Paratha(1),Paneer (Buffalo’s milk),",165.5,53.3,1055,43.8
Meal 8034,"Moong dal,Khichadi,Wheat chapatti(2),Paneer (Buffalo’s milk),",133.5,49.3,1069,38.6
Meal 8035,"Moong dal,Khichadi,Brown bread(2),Paneer (Buffalo’s milk),",215.5,69.3,1137,46.4
Meal 8036,"Moong dal,Khichadi,Paratha(2),Paneer (Buffalo’s milk),",227.5,63.3,1181,49.8
Meal 8037,"Moong dal,Khichadi,Wheat chapatti(3),Paneer (Buffalo’s milk),",148.5,52.3,1139,39
Meal 8038,"Moong dal,Khichadi,Brown bread(3),Paneer (Buffalo’s milk),",271.5,82.3,1241,50.7
Meal 8039,"Moong dal,Khichadi,Paratha(3),Paneer (Buffalo’s milk),",289.5,73.3,1307,55.8
Meal 8040,"Moong dal,Khichadi,Paneer (Buffalo’s milk),",103.5,43.3,929,37.8
Meal 8041,"Moong dal,Khichadi,Wheat chapatti(1),Lassi,",113.8,38.6,776,15.7
Meal 8042,"Moong dal,Khichadi,Brown bread(1),Lassi,",154.8,48.6,810,19.6
Meal 8043,"Moong dal,Khichadi,Paratha(1),Lassi,",160.8,45.6,832,21.3
Meal 8044,"Moong dal,Khichadi,Wheat chapatti(2),Lassi,",128.8,41.6,846,16.1
Meal 8045,"Moong dal,Khichadi,Brown bread(2),Lassi,",210.8,61.6,914,23.9
Meal 8046,"Moong dal,Khichadi,Paratha(2),Lassi,",222.8,55.6,958,27.3
Meal 8047,"Moong dal,Khichadi,Wheat chapatti(3),Lassi,",143.8,44.6,916,16.5
Meal 8048,"Moong dal,Khichadi,Brown bread(3),Lassi,",266.8,74.6,1018,28.2
Meal 8049,"Moong dal,Khichadi,Paratha(3),Lassi,",284.8,65.6,1084,33.3
Meal 8050,"Moong dal,Khichadi,Lassi,",98.8,35.6,706,15.3
Meal 8051,"Moong dal,Wheat chapatti(1),Milk (Cow),",82,31.8,559,11.9
Meal 8052,"Moong dal,Brown bread(1),Milk (Cow),",123,41.8,593,15.8
Meal 8053,"Moong dal,Paratha(1),Milk (Cow),",129,38.8,615,17.5
